file	section	line	unique_doc	detail	line_content
schemas\canonical-event.v1.schema.json	2.9	138	event-contract.md	event-contract.md[LL+1]	| order_id | string | 条件 | 关联订单（预留时必填，释放时如有） |
schemas\canonical-event.v1.schema.json	2.9	139	event-contract.md	event-contract.md[LL+1]	| reserved_qty / available_qty | string | 是 | 操作后快照（decimal 字符串） |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.9	139	event-contract.md	event-contract.md[LL+1]	| reserved_qty / available_qty | string | 是 | 操作后快照（decimal 字符串） |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.10	141	event-contract.md	event-contract.md[LL+1]	### 2.10 stock_changed — 库存变动（入库/出库/调整）
schemas\canonical-event.v1.schema.json	2.10	146	event-contract.md	event-contract.md[LL+1]	| change_type | string | 是 | `inbound/outbound/adjust` |
schemas\canonical-event.v1.schema.json	2.10	145	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.10	146	event-contract.md	event-contract.md[LL+1]	| change_type | string | 是 | `inbound/outbound/adjust` |
schemas\canonical-event.v1.schema.json	2.10	147	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 变动数量（正数） |
schemas\canonical-event.v1.schema.json	2.4	87	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 数量（正整数） |
schemas\canonical-event.v1.schema.json	2.9	137	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 数量（正整数） |
schemas\canonical-event.v1.schema.json	2.10	148	event-contract.md	event-contract.md[LL+1]	| available_qty | string | 是 | 变动后可用库存快照 |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\ingestion-manifest.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
README.md	3.1	64	guideV2.1+design+plan	guideV2.1[LL+1] design[LL+1] plan[LL+1]	
README.md	3.1	60	guideV2.1+design+plan	guideV2.1[LL+1] design[LL+1] plan[LL+1]	
README.md	3.1	64	guideV2.1+design+plan	guideV2.1[LL+1] design[LL+1] plan[LL+1]	
README.md	3.4	96	guideV2.1	guideV2.1[LL+1]	2. 商城工程中不存在 `generator` 包、`GeneratorController` 或生成器页面。
README.md	1	11	event-contract.md+plan+boardV2.2	event-contract.md[LL+1] plan[-L+1] boardV2.2[-L+1]	
README.md	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	16	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
README.md	1	17	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
README.md	3	152	event-contract.md	event-contract.md[LL+1]	```text
README.md	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
README.md	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
README.md	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
README.md	2.2	57	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
README.md	2.4	78	event-contract.md	event-contract.md[LL+1]	| total_amount | string | 是 | 订单总额 = Σ item.amount（decimal） |
README.md	4	166	event-contract.md	event-contract.md[LL+1]	* `order_paid.amount` 必须等于该订单 `order_created.total_amount`。
README.md	2.9	138	event-contract.md	event-contract.md[LL+1]	| order_id | string | 条件 | 关联订单（预留时必填，释放时如有） |
README.md	4.2	135	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.3	149	guideV2.1	guideV2.1[LL+1]	- 可复现：所有随机源由一个根 seed 派生；并行线程也使用确定性子 seed。
README.md	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	27	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	27	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	16	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
README.md	2.3	69	event-contract.md	event-contract.md[LL+1]	| channel | string | 是 | 渠道：`app/pc/h5` |
README.md	2.10	146	event-contract.md	event-contract.md[LL+1]	| change_type | string | 是 | `inbound/outbound/adjust` |
README.md	2.4	77	event-contract.md	event-contract.md[LL+1]	| items | array | 是 | 订单项数组，见下 |
README.md	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
README.md	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
README.md	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
README.md	3.1	64	guideV2.1+design+plan	guideV2.1[LL+1] design[LL+1] plan[LL+1]	
README.md	4.1	126	guideV2.1+guideV2.3	guideV2.1[LL+1] guideV2.3[LL+1]	
README.md	4.1	108	guideV2.1+design	guideV2.1[LL+1] design[L]	
README.md	4.1	107	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.1	108	guideV2.1+design	guideV2.1[LL+1] design[L]	
README.md	4.1	126	guideV2.1+guideV2.3	guideV2.1[LL+1] guideV2.3[LL+1]	
README.md	4.1	118	guideV2.1+guideV2.3	guideV2.1[LL+1] guideV2.3[LL+1]	
README.md	4.2	132	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.2	135	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.2	138	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
README.md	4.3	149	guideV2.1	guideV2.1[LL+1]	- 可复现：所有随机源由一个根 seed 派生；并行线程也使用确定性子 seed。
README.md	4.4	153	guideV2.1	guideV2.1[LL+1]	
README.md	4.4	158	guideV2.1	guideV2.1[LL+1]	- `GET /api/v1/scenarios`：场景定义和输入约束。
