file	line	row_id	family	expected_outcome	expected_reason_class	actual_outcome	actual_reason	verdict	join
b3a-missing-required.jsonl	9	b3a-evt-0009	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: member_level	QUARANTINE	payload 缺失必要字段: member_level	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	10	b3a-evt-0010	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: age_group	QUARANTINE	payload 缺失必要字段: age_group	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	11	b3a-evt-0011	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: reason	QUARANTINE	payload 缺失必要字段: reason	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	12	b3a-evt-0012	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: refund_id	QUARANTINE	payload 缺失必要字段: refund_id	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	13	b3a-evt-0013	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 paid_at（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	14	b3a-evt-0014	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 channel（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	15	b3a-evt-0015	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 brand_id（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	16	b3a-evt-0016	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 status（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	17	b3a-evt-0017	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 city_level（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	18	b3a-evt-0018	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 register_time（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	19	b3a-evt-0019	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 status（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	20	b3a-evt-0020	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 created_at（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	21	b3a-evt-0021	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 completed_at（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	22	b3a-evt-0022	B3A-2-缺契约必需(闸门未查)	QUARANTINE	拒绝或隔离并指明缺失必需字段 available_qty（不得静默按可选处理）	ACCEPT		结果不符	id
b3a-missing-required.jsonl	23	b3a-missing-envelope-0023	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: event_id	QUARANTINE	缺失必要字段: event_id	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	pos
b3a-missing-required.jsonl	24	b3a-evt-0024	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: trace_id	QUARANTINE	缺失必要字段: trace_id	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	25	b3a-evt-0025	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: source_system	QUARANTINE	缺失必要字段: source_system	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	26	b3a-evt-0026	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: schema_version	QUARANTINE	缺失必要字段: schema_version	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	27	b3a-evt-0027	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: event_type	QUARANTINE	缺失必要字段: event_type	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	28	b3a-evt-0028	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: ingest_time	QUARANTINE	缺失必要字段: ingest_time	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	29	b3a-evt-0029	B3A-3-缺信封必需字段	QUARANTINE	缺失必要字段: event_time	QUARANTINE	缺失必要字段: event_time	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3a-missing-required.jsonl	30	b3a-evt-0030	B3A-3-缺信封必需字段	QUARANTINE	payload 缺失或非对象	QUARANTINE	payload 缺失或非对象	结果符·理由=真命中（平台确实识别出缺必需字段/载荷非对象）	id
b3b-ambiguous-mapping.jsonl	1	b3b-evt-0001	B3B-A1-字段映射歧义(无规范字段)	QUARANTINE	拒绝或隔离并指明"字段映射歧义"（pay_money 与 settle_amount 都可归一为 amount 且取值不等）	QUARANTINE	payload 缺失必要字段: amount	结果符·理由=偶然正确（理由=规范字段 amount 缺失，源自未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	2	b3b-evt-0002	B3B-A1-字段映射歧义(无规范字段)	QUARANTINE	拒绝或隔离并指明"字段映射歧义"（pay_money 与 settle_amount 都可归一为 amount 且取值不等）	QUARANTINE	payload 缺失必要字段: amount	结果符·理由=偶然正确（理由=规范字段 amount 缺失，源自未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	3	b3b-evt-0003	B3B-A1-字段映射歧义(无规范字段)	QUARANTINE	拒绝或隔离并指明"字段映射歧义"（pay_money 与 settle_amount 都可归一为 amount 且取值不等）	QUARANTINE	payload 缺失必要字段: amount	结果符·理由=偶然正确（理由=规范字段 amount 缺失，源自未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	4	b3b-evt-0004	B3B-A1-字段映射歧义(无规范字段)	QUARANTINE	拒绝或隔离并指明"字段映射歧义"（pay_money 与 settle_amount 都可归一为 amount 且取值不等）	QUARANTINE	payload 缺失必要字段: amount	结果符·理由=偶然正确（理由=规范字段 amount 缺失，源自未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	5	b3b-evt-0005	B3B-A2-字段映射歧义(有规范字段)	QUARANTINE	拒绝或隔离并指明歧义（amount 与 pay_money 取值不等，谁是权威未裁定）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	6	b3b-evt-0006	B3B-A2-字段映射歧义(有规范字段)	QUARANTINE	拒绝或隔离并指明歧义（amount 与 pay_money 取值不等，谁是权威未裁定）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	7	b3b-evt-0007	B3B-A2-字段映射歧义(有规范字段)	QUARANTINE	拒绝或隔离并指明歧义（amount 与 pay_money 取值不等，谁是权威未裁定）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	8	b3b-evt-0008	B3B-A2-字段映射歧义(有规范字段)	QUARANTINE	拒绝或隔离并指明歧义（amount 与 pay_money 取值不等，谁是权威未裁定）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	9	b3b-evt-0009	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["purchase"] = null）	QUARANTINE	非法 behavior_type: purchase	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	10	b3b-evt-0010	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["add_cart"] = null）	QUARANTINE	非法 behavior_type: add_cart	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	11	b3b-evt-0011	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["pay_later"] = null）	QUARANTINE	非法 behavior_type: pay_later	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	12	b3b-evt-0012	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["cancel"] = null）	QUARANTINE	非法 behavior_type: cancel	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	13	b3b-evt-0013	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["purchase"] = null）	QUARANTINE	非法 behavior_type: purchase	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	14	b3b-evt-0014	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["add_cart"] = null）	QUARANTINE	非法 behavior_type: add_cart	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	15	b3b-evt-0015	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["pay_later"] = null）	QUARANTINE	非法 behavior_type: pay_later	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	16	b3b-evt-0016	B3B-B-未裁定枚举	QUARANTINE	拒绝或隔离并指明未裁定取值（画像 enumSemantics.behavior["cancel"] = null）	QUARANTINE	非法 behavior_type: cancel	结果符·理由=偶然正确（理由=非法 behavior_type，源自异构枚举未归一，非"识别歧义"）	id
b3b-ambiguous-mapping.jsonl	17	b3b-evt-0017	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	18	b3b-evt-0018	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	19	b3b-evt-0019	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	20	b3b-evt-0020	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	21	b3b-evt-0021	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	22	b3b-evt-0022	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	23	b3b-evt-0023	B3B-C-金额类型歧义	QUARANTINE	拒绝或隔离并指明金额类型/单位歧义（数字无法判定是"分"还是"元"）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	24	b3b-evt-0024	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	25	b3b-evt-0025	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	26	b3b-evt-0026	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	27	b3b-evt-0027	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	28	b3b-evt-0028	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	29	b3b-evt-0029	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
b3b-ambiguous-mapping.jsonl	30	b3b-evt-0030	B3B-D-时间格式歧义	QUARANTINE	拒绝或隔离并指明时间格式歧义（n/d/yyyy 同时匹配 dd/MM/yyyy 与 MM/dd/yyyy）	ACCEPT		结果不符	id
